customer_id,age,gender,marital_status,education,employment_type,annual_income,loan_amount,loan_term_months,interest_rate,credit_history_years,num_existing_loans,num_credit_cards,avg_monthly_balance,late_payments_last_12m,debt_to_income_ratio,default
CUST100246,55,Female,Divorced,Post-Graduate,Salaried,218234,486836,12,9.84,5.9,3,2,110879,1,0.86,1
CUST100247,41,Male,Single,Diploma,Salaried,594718,691813,12,17.88,17.8,4,5,184277,1,0.41,1
CUST100248,22,Female,Married,Diploma,Salaried,871993,761204,12,9.38,16.8,5,5,168641,2,0.2,1
CUST100249,69,Male,Single,Graduate,Self-Employed,1118922,452184,48,18.93,9.5,3,2,120827,3,0.74,1
CUST100250,51,Male,Married,Diploma,Salaried,845571,181149,48,16.72,0.8,4,2,5580,0,0.39,1
CUST100251,23,Male,Single,Graduate,Salaried,948282,259654,24,18.77,12.8,3,3,114902,3,0.85,1
CUST100252,39,Male,Divorced,Graduate,Salaried,591761,447991,12,17.65,1,1,5,5400,7,0.86,1
CUST100253,28,Male,Married,Graduate,Self-Employed,1458563,209216,12,15.05,18.5,3,4,170715,4,0.15,1
CUST100254,65,Male,Single,Diploma,Salaried,444464,197169,60,11.61,19.2,0,1,96032,2,0.86,1
CUST100255,33,Male,Single,High School,Self-Employed,674081,678139,60,13.24,3.8,3,0,127319,5,0.36,1
CUST100256,50,Female,Single,Diploma,Self-Employed,1141911,151827,24,16.63,13.5,4,0,106960,2,0.6,1
CUST100257,26,Female,Married,High School,Salaried,1188203,321407,12,18.6,1.8,5,4,39015,6,0.08,1
CUST100258,23,Female,Single,Post-Graduate,Unemployed,1492542,337231,24,20.58,14.6,5,2,71713,1,0.81,1
CUST100259,33,Female,Married,Diploma,Unemployed,597317,595770,60,20.39,6.9,2,2,146046,7,0.6,1
CUST100260,46,Female,Married,High School,Self-Employed,1391209,142989,60,23.58,13.6,3,2,145109,1,0.6,1
CUST100261,20,Male,Single,High School,Self-Employed,1089752,430616,48,12.93,7.5,5,5,147239,4,0.82,1
CUST100262,37,Male,Married,Graduate,Salaried,437942,296393,24,9.6,2.9,3,2,88754,5,0.48,1
CUST100263,53,Female,Married,Graduate,Salaried,457462,788543,24,13.86,8.1,5,2,43148,7,0.4,1
CUST100264,36,Male,Single,Diploma,Salaried,470046,654649,12,20.02,2.3,3,5,152606,6,0.79,1
CUST100265,43,Female,Single,High School,Salaried,541773,319850,12,15.29,11.5,4,5,122790,2,0.68,1
CUST100266,20,Female,Single,Diploma,Unemployed,453478,381185,48,21.18,0.8,3,4,86078,5,0.86,1
CUST100267,36,Male,Married,Diploma,Salaried,588379,61139,36,17.01,10.5,4,3,56879,0,0.85,1
CUST100268,37,Male,Married,Graduate,Self-Employed,488863,659207,36,22.91,17.7,4,5,119894,3,0.37,1
CUST100269,49,Male,Married,Graduate,Self-Employed,1291675,791965,36,23.19,16.8,2,1,65839,2,0.43,1
CUST100270,24,Female,Married,Diploma,Self-Employed,853362,323446,24,9.57,17.7,5,2,29756,5,0.27,1
CUST100271,69,Male,Married,High School,Unemployed,817974,245756,24,15.57,18.4,0,3,143755,0,0.61,0
CUST100272,58,Female,Married,Post-Graduate,Salaried,1443440,369982,60,17.95,2.1,4,0,180557,0,0.36,1
CUST100273,50,Female,Married,Diploma,Salaried,1488328,684006,24,12.47,2.6,5,4,142097,6,0.72,1
CUST100274,57,Female,Single,Graduate,Salaried,227449,688903,24,14.81,11.1,1,3,149787,6,0.15,1
CUST100275,56,Male,Single,High School,Salaried,1271404,769856,24,19,17.9,3,5,92943,3,0.15,1
CUST100276,35,Male,Single,Diploma,Salaried,1295189,698145,48,12.01,19.5,1,2,148188,0,0.22,0
CUST100277,57,Female,Single,High School,Salaried,192095,371136,24,17.83,0.9,3,2,36744,7,0.12,1
CUST100278,18,Male,Married,Graduate,Self-Employed,750212,568065,12,19.31,7.1,2,2,124697,4,0.58,1
CUST100279,28,Male,Divorced,Post-Graduate,Salaried,740740,77939,12,9.9,4.3,4,3,116072,0,0.18,0
CUST100280,45,Male,Single,Diploma,Salaried,207593,466242,60,16.21,15.1,0,2,133196,5,0.19,1
CUST100281,42,Female,Single,High School,Self-Employed,811252,43548,48,12.58,12.8,4,5,169123,6,0.06,1
CUST100282,67,Female,Married,High School,Salaried,1022473,476437,12,19.73,2.4,3,3,7176,4,0.71,1
CUST100283,40,Male,Divorced,Diploma,Salaried,246202,669837,48,11.44,9.7,0,2,91310,7,0.74,1
CUST100284,48,Female,Single,High School,Self-Employed,197606,453917,48,22.33,13.7,4,0,195890,6,0.19,1
CUST100285,47,Male,Married,High School,Self-Employed,1292345,464503,60,15.18,15.6,0,0,149748,7,0.68,1
CUST100286,59,Male,Single,Graduate,Self-Employed,238542,157799,48,11.57,0.4,3,1,45177,6,0.42,1
CUST100287,52,Male,Single,Diploma,Salaried,695610,785820,24,15.29,17.8,2,2,110623,6,0.25,1
CUST100288,24,Male,Divorced,Diploma,Self-Employed,1326126,201789,48,14.84,11.4,2,2,997,0,0.58,0
CUST100289,33,Female,Divorced,Post-Graduate,Self-Employed,575433,445643,60,15.15,16.2,4,3,190402,1,0.2,1
CUST100290,43,Female,Single,High School,Salaried,744987,692052,60,17.58,16.2,1,3,174841,0,0.69,0
CUST100291,65,Female,Divorced,Post-Graduate,Self-Employed,210140,575913,60,16.58,3.8,3,2,120179,6,0.09,1
CUST100292,69,Male,Married,Diploma,Self-Employed,1466853,454352,12,10.82,2.2,4,1,120403,4,0.87,1
CUST100293,66,Male,Married,Post-Graduate,Salaried,1266204,659169,24,9.52,14.4,4,2,142303,0,0.11,1
CUST100294,19,Male,Married,Graduate,Salaried,1253634,465625,12,19.81,3.1,2,5,95287,6,0.54,1
CUST100295,18,Female,Married,Graduate,Unemployed,601799,367299,36,17.18,17,0,3,119574,6,0.82,1
CUST100296,65,Male,Married,Post-Graduate,Self-Employed,1320118,131776,24,14.06,14.5,3,2,121509,0,0.06,0
CUST100297,29,Female,Married,Diploma,Salaried,1473849,778284,48,21.03,16.8,0,3,85447,0,0.47,0
CUST100298,22,Female,Single,Post-Graduate,Self-Employed,1439251,533624,60,14.51,6,5,2,109522,4,0.35,1
CUST100299,54,Female,Single,Diploma,Salaried,1467758,232803,36,20.84,6.3,5,4,187037,7,0.54,1
CUST100300,49,Female,Single,Diploma,Salaried,162674,178761,24,13.24,13.4,3,3,81144,0,0.24,0
CUST100301,26,Female,Married,Diploma,Salaried,247572,686514,12,9.63,0.6,1,1,192589,3,0.11,1
CUST100302,58,Female,Single,Graduate,Unemployed,411975,517873,60,22.96,14.5,5,4,92693,5,0.58,1
CUST100303,52,Male,Married,High School,Unemployed,701462,377092,12,14.62,16.7,2,5,94315,3,0.4,1
CUST100304,36,Male,Divorced,Graduate,Salaried,551436,41341,24,20.79,8.3,1,2,27387,4,0.58,1
CUST100305,65,Female,Single,Graduate,Salaried,565935,379698,24,12.83,15.3,4,5,4090,1,0.23,1
CUST100306,33,Female,Married,Graduate,Salaried,900296,225753,36,18.52,3.5,5,3,120846,3,0.34,1
CUST100307,20,Male,Married,Graduate,Unemployed,1221627,328474,48,22.04,6.4,2,4,156017,7,0.53,1
CUST100308,37,Female,Married,Diploma,Unemployed,1371661,793429,12,9.15,19.5,4,5,40239,6,0.55,1
CUST100309,41,Female,Single,Diploma,Self-Employed,1487372,369903,36,21.37,19.7,1,1,3743,5,0.37,1
CUST100310,50,Male,Married,Diploma,Self-Employed,1234100,743776,60,17.36,10.3,3,3,30924,2,0.29,1
CUST100311,41,Female,Married,High School,Self-Employed,388614,368951,48,17.92,18.7,4,4,141268,5,0.28,1
CUST100312,69,Female,Divorced,High School,Salaried,637733,329044,36,16.61,10.5,0,5,130160,3,0.2,0
CUST100313,28,Female,Married,Diploma,Salaried,435617,98840,12,22.05,5.8,3,4,91815,2,0.33,1
CUST100314,66,Male,Married,Diploma,Salaried,1057384,185767,24,9.17,5.3,3,4,105312,4,0.22,1
CUST100315,25,Male,Married,Post-Graduate,Self-Employed,1213015,181297,60,12.55,18.6,1,5,68860,7,0.59,1
CUST100316,53,Male,Married,Graduate,Self-Employed,396452,69156,12,22.07,3.4,1,0,172472,5,0.53,1
CUST100317,55,Female,Married,Diploma,Salaried,211563,228281,48,20.16,11.6,2,2,80399,1,0.38,0
CUST100318,57,Female,Single,Graduate,Unemployed,871616,107453,48,8.77,11.1,2,3,48795,2,0.33,1
CUST100319,37,Male,Divorced,High School,Salaried,1465801,703189,24,16.51,14.8,0,3,51553,2,0.25,0
CUST100320,52,Female,Married,Diploma,Salaried,850602,45938,24,16.71,10,3,3,103976,5,0.51,1
CUST100321,65,Female,Married,Graduate,Self-Employed,879495,79164,60,14.71,5.4,0,4,155183,3,0.83,1
CUST100322,42,Female,Single,Diploma,Self-Employed,1089655,467746,60,13.11,3.4,0,5,113566,2,0.63,1
CUST100323,52,Female,Married,Diploma,Self-Employed,287896,743559,24,19.07,12.4,1,2,194155,4,0.68,1
CUST100324,42,Female,Single,Post-Graduate,Salaried,741912,604570,24,11.72,14.4,0,1,119968,5,0.76,1
CUST100325,46,Male,Married,Post-Graduate,Salaried,539515,329945,48,20.88,11.4,0,3,61600,4,0.35,0
CUST100326,35,Female,Single,Graduate,Self-Employed,1137497,422681,24,20.95,14.8,4,5,50022,5,0.1,1
CUST100327,63,Male,Married,Graduate,Salaried,150063,285470,36,14.94,2.8,2,2,134271,4,0.58,1
CUST100328,35,Female,Divorced,Graduate,Salaried,1159272,702954,12,12.89,17.6,2,2,50897,3,0.21,1
CUST100329,19,Male,Single,High School,Self-Employed,374371,135819,24,12.9,11.6,3,0,38038,5,0.53,1
CUST100330,52,Female,Divorced,Diploma,Salaried,1105976,286907,60,15.98,2.5,2,5,123323,7,0.68,1
CUST100331,33,Male,Married,High School,Self-Employed,222166,501873,36,19.65,9.2,5,3,186110,6,0.72,1
CUST100332,58,Female,Married,Diploma,Self-Employed,1183082,161900,60,14.06,16.9,3,4,120278,1,0.31,1
CUST100333,53,Male,Married,Graduate,Salaried,1393989,329732,36,17.96,18,4,2,111054,3,0.49,1
CUST100334,50,Female,Married,High School,Salaried,1117358,424427,24,14.43,5.3,2,2,7897,4,0.58,1
CUST100335,21,Male,Married,Post-Graduate,Self-Employed,1282180,557857,12,13.22,14.2,4,1,64541,7,0.75,1
CUST100336,50,Female,Married,Post-Graduate,Self-Employed,1194602,247966,60,8.89,2,2,0,106968,5,0.7,1
CUST100337,31,Male,Married,Graduate,Self-Employed,540888,57860,36,8.56,0.7,2,2,14892,3,0.89,1
CUST100338,38,Male,Single,Graduate,Self-Employed,1483133,222630,48,12.02,11.2,4,2,139343,4,0.06,1
CUST100339,65,Female,Married,Post-Graduate,Self-Employed,1423692,543225,24,14.8,13.9,0,4,24815,0,0.42,0
CUST100340,37,Female,Married,High School,Unemployed,1495786,688875,12,21.69,15.9,0,4,45612,0,0.27,0
CUST100341,25,Male,Married,Graduate,Salaried,310285,615983,24,20.88,6.8,0,1,164429,2,0.15,0
CUST100342,24,Female,Married,High School,Salaried,1219547,273078,48,12.64,0.1,5,5,16267,1,0.82,1
CUST100343,20,Male,Married,Graduate,Salaried,540497,786887,12,12.29,9.6,0,1,18268,0,0.9,0
CUST100344,34,Male,Married,Diploma,Salaried,233978,388893,48,12.02,0.3,2,1,114463,6,0.2,1
CUST100345,50,Male,Single,Post-Graduate,Salaried,1327739,175976,24,13.76,1.8,1,4,145335,4,0.08,1
CUST100346,65,Female,Married,Post-Graduate,Salaried,223864,735295,36,16.22,6.5,4,5,95347,3,0.28,1
CUST100347,29,Male,Single,High School,Unemployed,1151259,25636,24,15.3,8.7,1,4,190732,5,0.76,1
CUST100348,68,Male,Single,Diploma,Salaried,1056114,281578,24,11.88,5.6,5,0,196599,3,0.3,1
CUST100349,39,Female,Single,Post-Graduate,Salaried,514295,359273,24,10.52,11.6,1,3,194451,2,0.1,0
CUST100350,39,Female,Single,Diploma,Salaried,739674,303816,60,8.69,1.1,3,3,94542,7,0.09,1
CUST100351,63,Female,Married,Post-Graduate,Salaried,568648,247693,48,10.89,2.9,0,0,172343,3,0.41,1
CUST100352,47,Female,Single,Graduate,Salaried,725151,541393,48,19.43,13.9,5,3,66612,0,0.84,1
CUST100353,55,Male,Married,Diploma,Salaried,460435,20654,48,12.28,2.8,2,5,138307,3,0.29,1
CUST100354,55,Male,Single,Diploma,Salaried,245659,598921,60,15.76,12.8,0,4,88757,0,0.41,0
CUST100355,62,Male,Single,High School,Self-Employed,1175811,37143,36,17.67,1.1,0,3,147489,0,0.14,0
CUST100356,68,Male,Single,Graduate,Self-Employed,1231288,600222,24,22.25,8.1,1,5,98075,1,0.47,0
CUST100357,25,Female,Single,Diploma,Self-Employed,1321121,349478,36,22.28,3.5,3,4,34609,2,0.64,1
CUST100358,44,Male,Married,Graduate,Self-Employed,882178,647751,60,20.06,2.2,0,5,102785,6,0.28,1
CUST100359,44,Male,Married,Diploma,Salaried,245849,145851,48,9.04,11.3,4,0,164974,6,0.3,1
CUST100360,51,Female,Married,Graduate,Self-Employed,1144903,573375,24,17.41,18.6,4,1,23645,4,0.77,1
CUST100361,38,Male,Married,Post-Graduate,Self-Employed,375493,686978,12,20.69,1.1,0,0,193945,6,0.06,1
CUST100362,47,Male,Single,Post-Graduate,Salaried,724111,331011,12,8.77,8.4,1,3,195630,0,0.59,0
CUST100363,50,Male,Married,Diploma,Self-Employed,1272791,464244,36,17.02,14.2,1,4,62233,5,0.38,1
CUST100364,45,Male,Married,Graduate,Salaried,152230,178272,48,21.8,9.3,2,5,111443,2,0.3,1
CUST100365,64,Male,Married,Graduate,Self-Employed,466717,246179,12,15.85,16.1,5,3,154473,4,0.61,1
CUST100366,50,Male,Single,Graduate,Unemployed,867948,736825,36,8.56,3.6,5,3,7771,6,0.76,1
CUST100367,22,Female,Single,Post-Graduate,Salaried,582092,522716,60,8.67,19.2,5,1,172407,6,0.52,1
CUST100368,65,Female,Single,High School,Self-Employed,422788,237508,36,14.96,7.7,3,3,198521,5,0.08,1
CUST100369,36,Male,Single,High School,Self-Employed,1348312,662710,36,10.9,6.8,1,1,102601,3,0.44,1
CUST100370,21,Male,Married,Post-Graduate,Unemployed,951635,370036,36,18.8,17.5,2,4,133014,2,0.44,1
CUST100371,52,Female,Married,Diploma,Salaried,1497397,239631,24,19.49,11.3,4,4,151460,5,0.51,1
CUST100372,66,Male,Married,Graduate,Self-Employed,767534,402188,36,11.26,10.3,5,5,125224,6,0.62,1
CUST100373,34,Male,Married,Post-Graduate,Salaried,1253393,59148,36,22.27,14.5,4,1,83251,2,0.07,1
CUST100374,61,Male,Married,High School,Salaried,1407233,171770,24,15.35,11.6,4,0,57042,2,0.48,1
CUST100375,45,Female,Married,Post-Graduate,Salaried,1385609,455686,24,10.71,3.3,0,4,53740,6,0.55,1
CUST100376,47,Male,Divorced,Diploma,Unemployed,351414,505287,60,20.35,13.5,3,5,196945,3,0.34,1
CUST100377,46,Female,Single,Graduate,Self-Employed,376812,731823,48,20.74,2.7,2,0,47024,3,0.62,1
CUST100378,63,Male,Single,Graduate,Self-Employed,424958,315901,12,18.41,16.1,3,4,154522,6,0.24,1
CUST100379,23,Female,Single,Post-Graduate,Unemployed,290956,98012,12,21.73,19.8,0,4,56965,2,0.32,0
CUST100380,52,Female,Married,High School,Salaried,1425710,76116,36,19.93,7.5,2,5,10057,5,0.87,1
CUST100381,58,Male,Married,Diploma,Salaried,975754,164233,60,22.17,8.9,2,5,8983,1,0.35,1
CUST100382,54,Female,Single,Graduate,Salaried,141650,52152,36,15.23,0.9,1,2,130469,0,0.34,0
CUST100383,41,Male,Divorced,Graduate,Salaried,1046694,126379,12,20.09,0.3,3,3,19995,3,0.56,1
CUST100384,46,Female,Single,Graduate,Salaried,1339097,246905,24,24,18.4,3,3,114587,6,0.88,1
CUST100385,66,Male,Divorced,High School,Salaried,1339309,40836,48,19.74,2.6,1,0,38886,7,0.89,1
CUST100386,63,Male,Single,Diploma,Salaried,936141,241439,60,10.27,8.9,4,3,89025,1,0.54,1
CUST100387,48,Female,Single,Diploma,Salaried,362037,206720,24,16.53,16.3,0,0,95149,3,0.05,0
CUST100388,52,Male,Married,Graduate,Salaried,1249004,177403,48,17.6,17.8,3,4,94020,7,0.82,1
CUST100389,50,Male,Single,Diploma,Salaried,326251,161835,60,11.2,10.4,1,2,2673,2,0.53,0
CUST100390,69,Female,Single,High School,Unemployed,654231,637397,60,23.42,11.3,2,2,165962,6,0.36,1
CUST100391,38,Male,Single,Post-Graduate,Self-Employed,141042,170259,12,11.22,13.4,5,4,77513,1,0.75,1
CUST100392,49,Male,Married,High School,Unemployed,950326,163029,24,11.25,19.2,1,5,23466,6,0.39,1
CUST100393,40,Female,Married,Post-Graduate,Salaried,1098582,417595,60,22.69,12.1,5,1,92545,5,0.08,1
CUST100394,50,Female,Single,Graduate,Salaried,438903,626306,60,15.71,11.2,4,1,50406,5,0.75,1
CUST100395,20,Male,Married,Graduate,Self-Employed,1014801,667364,48,9.48,0.3,0,3,134760,4,0.51,1
CUST100396,35,Male,Married,Diploma,Salaried,934811,702465,12,17.77,1.6,5,5,69284,0,0.34,1
CUST100397,42,Female,Single,High School,Salaried,502811,414093,36,17.83,11.5,4,0,114579,0,0.26,1
CUST100398,59,Female,Married,Graduate,Salaried,621691,723713,12,9.5,18.7,5,2,13665,3,0.55,1
CUST100399,48,Male,Single,Graduate,Salaried,1128314,759945,36,23.57,17.3,2,3,20641,0,0.23,0
CUST100400,20,Female,Single,Graduate,Salaried,334304,365452,24,16.93,19.7,2,4,163572,6,0.33,1
CUST100401,57,Male,Married,High School,Salaried,516178,464783,24,17.18,10.6,2,5,35797,6,0.59,1
CUST100402,63,Male,Single,Graduate,Self-Employed,558963,340057,60,16.56,15.8,2,2,45950,4,0.8,1
CUST100403,41,Male,Married,Graduate,Salaried,1031612,546925,24,17.97,16.8,1,0,156118,7,0.5,1
CUST100404,67,Male,Married,Graduate,Salaried,434493,485994,60,12.6,13,2,0,129554,5,0.7,1
CUST100405,49,Male,Single,Graduate,Self-Employed,321904,782277,12,12.95,6.8,2,1,102339,7,0.7,1
CUST100406,64,Female,Married,Graduate,Salaried,831716,776547,24,16.43,9.4,1,3,113431,7,0.61,1
CUST100407,39,Female,Single,Graduate,Salaried,790105,381652,12,21,17.2,2,4,140710,1,0.26,0
CUST100408,40,Female,Divorced,High School,Self-Employed,125730,626752,12,9.27,6,4,2,21173,1,0.79,1
CUST100409,19,Female,Married,Diploma,Salaried,1370786,310886,24,17.85,18.5,4,0,144294,5,0.42,1
CUST100410,44,Male,Married,High School,Salaried,858471,556119,12,21.01,4.6,3,2,181136,2,0.09,1
CUST100411,59,Male,Married,Diploma,Salaried,1187599,133768,24,10.93,15,4,4,168082,5,0.26,1
CUST100412,19,Male,Single,Diploma,Salaried,465430,791271,24,8.73,12.6,0,2,18095,1,0.7,0
CUST100413,43,Male,Married,High School,Salaried,948411,367236,24,13.35,15,0,3,123554,7,0.11,1
CUST100414,34,Female,Divorced,Diploma,Self-Employed,528213,649112,36,17.62,8.7,0,1,132511,3,0.18,0
CUST100415,57,Male,Married,High School,Salaried,820399,108741,12,10.64,18.7,1,2,125614,4,0.64,1
CUST100416,50,Male,Married,Graduate,Salaried,140923,38830,48,15.1,12.6,4,5,136447,7,0.81,1
CUST100417,26,Female,Married,Post-Graduate,Salaried,967405,337188,24,17.06,5.8,0,1,89023,5,0.59,1
CUST100418,60,Female,Single,High School,Salaried,314795,89202,12,17.78,12.8,3,4,107181,2,0.24,1
CUST100419,65,Female,Single,Post-Graduate,Self-Employed,948854,319189,60,12.75,5.7,1,1,20600,7,0.1,1
CUST100420,56,Female,Married,Graduate,Salaried,353462,237394,24,14.7,5.9,3,2,2466,3,0.57,1
CUST100421,46,Male,Married,Diploma,Salaried,171413,530473,24,20.56,8,4,2,176169,5,0.09,1
CUST100422,59,Male,Married,High School,Salaried,1008916,222123,48,23.09,17,2,5,109934,3,0.57,1
CUST100423,43,Female,Divorced,Graduate,Salaried,1424295,177699,36,21.86,10,3,0,53276,7,0.24,1
CUST100424,52,Male,Single,Graduate,Salaried,673044,297342,36,17.25,13.6,2,5,181189,5,0.82,1
CUST100425,67,Male,Single,Graduate,Self-Employed,1441024,524655,24,14.86,7.8,1,2,178043,3,0.45,1
CUST100426,42,Male,Married,High School,Salaried,530226,650759,12,13.66,5.3,3,1,6928,6,0.24,1
CUST100427,41,Female,Single,High School,Salaried,1295615,256824,60,10.44,19.1,3,5,55309,0,0.78,1
CUST100428,30,Male,Married,Diploma,Salaried,300074,532214,60,10.15,12.1,5,5,171960,3,0.27,1
CUST100429,24,Female,Married,Diploma,Self-Employed,776735,39403,12,19.17,18.7,1,0,174904,6,0.31,1
CUST100430,53,Male,Married,High School,Salaried,928524,23681,24,12.53,4.1,1,2,116196,7,0.76,1
CUST100431,62,Male,Single,Diploma,Self-Employed,251562,373699,60,12.45,2.9,0,2,9404,0,0.31,0
CUST100432,37,Male,Married,Graduate,Self-Employed,1172305,659548,36,23.97,17.1,4,4,164711,1,0.4,1
CUST100433,18,Female,Married,Post-Graduate,Self-Employed,762510,717652,12,11.41,13.6,3,0,191670,0,0.35,0
CUST100434,25,Male,Married,Diploma,Salaried,728148,649674,48,10.79,3.7,3,4,197471,3,0.15,1
CUST100435,63,Female,Single,Post-Graduate,Salaried,378360,777666,24,10.03,5.4,1,4,113187,4,0.08,1
CUST100436,33,Female,Married,Diploma,Self-Employed,479014,418845,12,17.49,16,1,4,110449,4,0.67,1
CUST100437,31,Female,Married,Diploma,Unemployed,1189974,113246,60,18.23,9.1,4,3,27684,1,0.6,1
CUST100438,29,Male,Single,High School,Self-Employed,416794,115864,24,14.16,13.4,1,4,68591,3,0.29,1
CUST100439,68,Male,Single,Graduate,Salaried,748177,228886,36,16.8,6.4,2,5,119821,0,0.3,0
CUST100440,40,Male,Single,Post-Graduate,Salaried,1433879,290561,24,20.72,7.6,2,1,2682,4,0.85,1
CUST100441,32,Male,Married,Graduate,Salaried,480306,401032,24,21.18,19.8,5,5,111186,5,0.89,1
CUST100442,45,Female,Married,Diploma,Self-Employed,1394535,185837,36,23.35,5,2,5,169118,2,0.45,1
CUST100443,51,Female,Married,Graduate,Salaried,747122,265160,36,21.28,10.1,2,2,21832,3,0.73,1
CUST100444,19,Female,Single,High School,Salaried,638490,207646,24,17.26,16.9,4,3,16997,6,0.68,1
CUST100445,49,Male,Single,Post-Graduate,Self-Employed,673608,503761,36,11.28,4.8,3,4,34640,6,0.3,1
CUST100446,40,Female,Married,Graduate,Salaried,583092,276681,12,10.05,8.3,2,2,40491,5,0.1,1
CUST100447,39,Male,Married,Diploma,Self-Employed,154924,485483,36,9.34,12.3,5,0,63043,5,0.17,1
CUST100448,68,Female,Divorced,Graduate,Salaried,1381368,715923,36,18.83,9.6,1,0,112175,3,0.76,1
CUST100449,42,Male,Single,Graduate,Salaried,815385,555620,24,21.02,9.2,2,2,128568,2,0.67,1
CUST100450,39,Male,Married,High School,Salaried,1170735,799105,12,16.38,7.3,5,1,114250,4,0.61,1
CUST100451,39,Female,Married,Graduate,Self-Employed,693228,240326,48,9.35,11.7,4,2,72725,2,0.16,1
CUST100452,66,Female,Married,High School,Salaried,590192,743807,48,16.8,12.5,1,2,128131,1,0.59,1
CUST100453,69,Female,Married,Graduate,Salaried,560420,281849,60,23,13.1,5,3,45520,0,0.71,1
CUST100454,59,Female,Married,Graduate,Unemployed,782132,339248,36,17.76,1.4,2,0,62919,0,0.78,1
CUST100455,23,Male,Divorced,Graduate,Salaried,885328,366479,36,21.05,12.6,3,0,109869,5,0.06,1
CUST100456,32,Female,Single,Graduate,Salaried,849115,397082,12,20.9,19.1,1,4,64442,4,0.63,1
CUST100457,60,Female,Single,Graduate,Salaried,274536,100730,48,22.95,10.8,1,5,152842,2,0.07,0
CUST100458,54,Female,Married,High School,Salaried,695425,418167,60,20.44,14.3,3,2,105246,5,0.65,1
CUST100459,50,Male,Married,Graduate,Self-Employed,543448,257474,12,20.09,11.1,1,2,178570,3,0.59,1
CUST100460,25,Male,Single,Diploma,Salaried,967929,310477,36,12.13,17.1,2,1,109687,5,0.18,1
CUST100461,61,Female,Single,Diploma,Salaried,621233,303817,48,9.43,18.6,1,0,123447,3,0.7,1
CUST100462,61,Male,Single,Diploma,Salaried,744773,585158,60,16.52,3.7,2,1,61477,3,0.11,1
CUST100463,22,Female,Married,High School,Self-Employed,1409546,273017,24,10.43,8.7,3,3,244,1,0.75,1
CUST100464,56,Male,Single,Graduate,Salaried,1122021,671824,48,23.41,7.8,0,4,163860,1,0.27,0
CUST100465,21,Male,Single,High School,Salaried,120901,353245,60,12.99,8.1,3,1,79453,3,0.64,1
CUST100466,23,Male,Single,Graduate,Salaried,207980,45494,12,21.72,2.5,2,0,188809,7,0.84,1
CUST100467,62,Male,Single,Diploma,Salaried,909313,643765,24,14.51,16.3,4,3,177561,4,0.34,1
CUST100468,49,Female,Single,High School,Salaried,412007,408227,60,13.51,0.7,3,2,127962,1,0.48,1
CUST100469,69,Female,Married,Graduate,Salaried,886722,749520,60,22.99,10.6,4,3,71303,1,0.44,1
CUST100470,47,Female,Single,High School,Self-Employed,518838,394842,36,14.13,13.2,4,5,28390,0,0.18,0
CUST100471,64,Male,Married,Diploma,Salaried,635956,393704,48,14.55,4.1,2,1,10247,5,0.55,1
CUST100472,52,Female,Single,Graduate,Unemployed,607063,414051,36,10.14,18.1,2,0,190791,0,0.68,0
CUST100473,57,Female,Married,High School,Unemployed,846546,300790,24,18.89,16.8,0,1,165750,4,0.83,1
CUST100474,69,Female,Married,Graduate,Salaried,951633,143777,60,12.98,9.4,5,2,29583,1,0.77,1
CUST100475,33,Male,Married,High School,Salaried,371839,621648,36,17.58,8.2,1,2,139148,6,0.48,1
CUST100476,30,Male,Married,High School,Salaried,1145264,319479,48,17.67,4.7,3,0,149078,7,0.66,1
CUST100477,67,Male,Single,Graduate,Self-Employed,1489971,153501,24,19.65,14.6,2,5,146123,1,0.73,1
CUST100478,59,Female,Single,Diploma,Salaried,716860,324094,12,20.05,2.6,3,4,135386,2,0.47,1
CUST100479,47,Female,Married,High School,Salaried,956642,604942,36,16.47,13.6,5,3,28670,4,0.15,1
CUST100480,36,Female,Divorced,Diploma,Salaried,507773,389566,24,13.63,16.8,5,3,198623,6,0.42,1
CUST100481,34,Male,Married,Diploma,Self-Employed,142499,392078,12,21.48,4.6,4,2,124920,5,0.77,1
CUST100482,36,Male,Married,Graduate,Self-Employed,746840,139975,36,13.3,17.3,1,1,10236,5,0.56,1
CUST100483,45,Female,Married,Diploma,Salaried,564844,743503,24,16.37,0.7,0,1,35568,6,0.67,1
CUST100484,43,Male,Married,Graduate,Self-Employed,606525,373330,24,14.72,18.3,3,5,191386,5,0.21,1
CUST100485,54,Male,Single,Post-Graduate,Salaried,991905,386378,36,21.75,2.4,1,4,107327,7,0.87,1
CUST100486,43,Male,Married,Diploma,Salaried,263704,646614,24,15.19,12.9,0,1,110188,6,0.39,1
CUST100487,40,Male,Divorced,Post-Graduate,Self-Employed,805967,97527,60,14.48,5,3,3,16352,4,0.61,1
CUST100488,26,Female,Single,Diploma,Salaried,1260449,368848,36,19.19,16.7,1,1,125721,6,0.07,1
CUST100489,29,Male,Married,Post-Graduate,Salaried,185756,452601,24,17.84,10.2,2,4,176722,6,0.16,1
CUST100490,18,Male,Single,High School,Salaried,560210,186991,12,10.16,2.7,3,3,141418,2,0.71,1
CUST100491,18,Male,Married,Graduate,Self-Employed,1363030,116952,12,16.38,11.4,1,1,156228,2,0.87,1
CUST100492,64,Male,Single,Diploma,Self-Employed,1487064,353260,60,19.9,8.2,5,3,55904,0,0.32,1
